X1,X2,X3,X4,X5,X6,X7,class
0.652472225716338,0.204031246481463,0.587415570626035,0.147057286463678,0.646242054877803,0.927309012506157,0.500918131554499,1
0.151208242401481,0.0757544871885329,0.952729270560667,0.917971501126885,0.714318306883797,0.882890816545114,0.325293007306755,0
0.654683852102607,0.610543699702248,0.0394202072639018,0.0491838296875358,0.635002757888287,0.766042092582211,0.972134493757039,1
0.446010222192854,0.387977738399059,0.310912255430594,0.911122053861618,0.744979429058731,0.416281843557954,0.402164421509951,0
0.781609169440344,0.112714397488162,0.088151122443378,0.622971057659015,0.127195769222453,0.245401608990505,0.619664109544829,0
0.990476848790422,0.149158932967111,0.409980691736564,0.106989466119558,0.0385970829520375,0.0236329433973879,0.217958516674116,0
0.432708990992978,0.450837499694899,0.896575366146863,0.912704779999331,0.450274612521753,0.976159376790747,0.720314578153193,1
0.867711771279573,0.213000355288386,0.688206827268004,0.602049752837047,0.131367651978508,0.728469291003421,0.392714783782139,1
0.316303234547377,0.351655028294772,0.95708885951899,0.720044140005484,0.308291660854593,0.781624939991161,0.707261319505051,1
0.519599005347118,0.0957476415205747,0.615139895817265,0.408131925389171,0.972680470440537,0.382631018292159,0.898788708494976,0
0.624159171245992,0.455877244705334,0.0578442283440381,0.739850616082549,0.175701861036941,0.248301811050624,0.244059479562566,0
0.302649110788479,0.296659813495353,0.691608932800591,0.611802558414638,0.327175910118967,0.634712329600006,0.310143794631585,0
0.511499252868816,0.356542730005458,0.418712256476283,0.665037477156147,0.16894967155531,0.565851251361892,0.93060720548965,0
0.452440004562959,0.230055250460282,0.564945797203109,0.898808127036318,0.953243666794151,0.823753194883466,0.738651017891243,0
0.610946891829371,0.523920817300677,0.872159781400114,0.93521846528165,0.642343023093417,0.068292502546683,0.68694415432401,1
0.722863572183996,0.618271555984393,0.522366641787812,0.566444518277422,0.115548655390739,0.979451957857236,0.532860793638974,1
0.681743419263512,0.983075922355056,0.849701930303127,0.825384123250842,0.000682127429172397,0.175364339957014,0.85365169076249,1
0.398066204972565,0.227025169879198,0.26037059398368,0.685232253745198,0.645048970589414,0.0251586968079209,0.322224937612191,0
0.0882366294972599,0.173349933931604,0.210826043738052,0.847887946525589,0.283454212127253,0.69821372628212,0.285429451148957,0
0.419754473492503,0.539789478061721,0.543645279482007,0.163362295832485,0.103251876309514,0.00601890846155584,0.543293670285493,1
0.858898061094806,0.910157452803105,0.188332286197692,0.00211016973480582,0.26172703364864,0.199540129397064,0.920762685826048,1
0.0434655733406544,0.613883084617555,0.679854923160747,0.170448687626049,0.383475374896079,0.415153437526897,0.714519735891372,0
0.690922970185056,0.850945501588285,0.549164423486218,0.952941921306774,0.513806761940941,0.896790414117277,0.290567799704149,1
0.15433958475478,0.0492560362908989,0.274012912530452,0.668982670409605,0.99457087693736,0.872602669754997,0.426826812792569,1
0.0904057114385068,0.197323454776779,0.470418052980676,0.0142177275847644,0.265085386810824,0.855311469640583,0.720954145537689,0
0.716395001625642,0.0110687566921115,0.0956655584741384,0.871954457601532,0.755130667239428,0.0418248169589788,0.881459795171395,0
0.369287698529661,0.792540993075818,0.833827227121219,0.403448960278183,0.549061892554164,0.221972281346098,0.434944956097752,1
0.592312501277775,0.132818012498319,0.663563730427995,0.00137175945565104,0.180506683187559,0.858747134683654,0.515081105520949,0
0.111772596370429,0.840283919125795,0.26346689555794,0.843789648963138,0.840732996119186,0.588214971125126,0.58643217314966,1
